id;origen.x;origen.y;var.x;final_diagnosis_numeric_cor;final_diagnosis_numeric_chi;final_diagnosis_numeric_anova;depression_cor;depression_chi;depression_anova;euthymia_cor;euthymia_chi;euthymia_anova;hypomania_cor;hypomania_chi;hypomania_anova;mixed_cor;mixed_chi;mixed_anova;hospitalized_cor;hospitalized_chi;hospitalized_anova
DOGE;TargetVar;TargetVar;H_somatic_anxiety;-0.866;0.2231;0.3333;0.5278;0.2062;0.0952;NA;NA;NA;NA;NA;NA;-0.2609;0.6323;0.4385;NA;NA;NA
DOGE;TargetVar;TargetVar;H_general_somatic_symptoms;-0.5;1;0.6667;0.6708;0.3869;0.0239;NA;NA;NA;NA;NA;NA;-0.1;1;0.7699;NA;NA;NA
DOGE;TargetVar;TargetVar;H_genitals_symptoms;NA;NA;NA;-0.2085;0.7622;0.5384;NA;NA;NA;NA;NA;NA;-0.1399;0.885;0.6817;NA;NA;NA
DOGE;HRSD;TargetVar;hrsd;0.1147;0.2231;0.9268;0.3535;0.0884;0.2862;NA;NA;NA;NA;NA;NA;0.2978;0.5502;0.3738;NA;NA;NA
DOGE;Intervenciones;TargetVar;young;1;0.665;0;-0.3258;0.6447;0.3014;NA;NA;NA;NA;NA;NA;-0.0496;0.658;0.8783;NA;NA;NA
DOSI;Diario;TargetVar;animus;0.2466;0;0.0006;-0.0873;0;0.2046;-0.1778;0.0014;0.0093;0.1549;0.0168;0.0237;0.1866;0.0554;0.0063;NA;NA;NA
DOSI;Diario;TargetVar;anxiety;-0.1802;0;0.0131;-0.0497;0.0002;0.471;0.1954;0.0001;0.0042;0.0095;0.0084;0.8901;-0.2167;0.0027;0.0015;NA;NA;NA
DOSI;Diario;TargetVar;irritability;-0.1259;0;0.0843;-0.1864;0.0235;0.0064;0.3206;0;0;0.0743;0.0227;0.2801;-0.2107;0.0043;0.002;NA;NA;NA
DOSI;Diario;TargetVar;concentration;-0.1751;0.0047;0.0159;0.1658;0.0524;0.0154;0.0127;0.0992;0.8534;-0.165;0.0078;0.0159;-0.0873;0.2302;0.2047;NA;NA;NA
DOSI;Diario;TargetVar;tobacco;-0.3838;0.0069;0;0.1117;0.5416;0.1041;0.0308;0.0901;0.6548;0.132;0.6805;0.0543;-0.4337;0;0;NA;NA;NA
DOSI;Diario;TargetVar;caffeine;-0.1961;0.6278;0.0068;0.1987;0;0.0036;-0.0362;0.4255;0.5995;0.1506;1;0.028;-0.1611;0.9579;0.0186;NA;NA;NA
DOSI;Diario;TargetVar;sleep_time;-0.0022;0.7776;0.9761;0.137;0.0508;0.0458;-0.0572;0.5065;0.4064;-0.1302;0.9866;0.0577;0.0982;0.9329;0.1531;NA;NA;NA
DOSI;Diario;TargetVar;wakeup_time;0.2558;0.91;0.0004;-0.073;0.0438;0.2886;-0.1215;0.1216;0.0769;0.04;1;0.5615;0.2479;0.7709;0.0003;NA;NA;NA
DOSI;Diario;TargetVar;motivation;0.3495;0;0;-0.3211;0;0;-0.0916;0.1264;0.183;0.1464;0.0581;0.0327;0.1859;0.0088;0.0065;NA;NA;NA
DOSI;Diario;TargetVar;sleep_quality;-0.2012;0.0353;0.0055;0.016;0.2565;0.8164;0.1269;0.1287;0.0645;-0.1674;0.0691;0.0145;-0.1713;0.0998;0.0123;NA;NA;NA
DOSI;Diario;TargetVar;slowness_fill_form;0.0034;0.7932;0.9627;-0.0465;0.2174;0.4999;-0.1028;0.5489;0.1348;-0.0485;0.993;0.4812;-0.0489;0.5638;0.4778;NA;NA;NA
DOSI;Diario;TargetVar;sleep_duration;0.2885;0.7202;0.0001;-0.0227;0.0574;0.7418;-0.2215;0.1019;0.0011;0.0138;0.9999;0.8408;0.3071;0.6479;0;NA;NA;NA
DOSI;Diario;TargetVar;sleep_zenith;0.1695;0.5092;0.0197;-0.091;0.0739;0.1857;-0.019;0.656;0.7828;0.049;0.3475;0.4771;0.1437;0.9762;0.0361;NA;NA;NA
DOSI;Diario;TargetVar;observation_string_length;-0.0984;0.4508;0.1779;0.1411;0.1809;0.0397;-0.1101;0.3995;0.1092;-0.0283;0.9993;0.6812;-0.05;0.5254;0.4675;NA;NA;NA
DOSI;Diario;TargetVar;time_start_form;0.0817;0.3084;0.2636;-0.086;0.2879;0.2112;-0.1506;0.364;0.028;-0.0685;0.3752;0.32;0.0126;0.2787;0.8549;NA;NA;NA
DOSI;Diario;TargetVar;slowness_fill_form_no_outliers;0.0451;0.7932;0.5378;-0.0419;0.2174;0.5431;-0.2121;0.5489;0.0019;-0.0527;0.993;0.4441;-0.0341;0.5638;0.6207;NA;NA;NA
DOSI;Diario;TargetVar;slowness_fill_form_no_outliers_scales;0.0451;0.7932;0.5378;-0.0419;0.2174;0.5431;-0.2121;0.5489;0.0019;-0.0527;0.993;0.4441;-0.0341;0.5638;0.6207;NA;NA;NA
DOSI;Pulsera;TargetVar;week;-0.1371;0;0.0599;0.1191;0;0.083;0.1867;0;0.0063;0.3821;0;0;-0.1027;0;0.1354;NA;NA;NA
DOSI;Pulsera;TargetVar;night_number;-0.1823;0.9982;0.1281;-0.2204;0.9806;0.0453;0.3495;0.835;0.0012;NA;NA;NA;-0.1852;0.9984;0.0936;NA;NA;NA
DOSI;Pulsera;TargetVar;acc_onset;-0.4487;0.3954;0;0.0116;0.3705;0.8883;0.5367;0.4615;0;NA;NA;NA;-0.4239;0.4241;0;NA;NA;NA
DOSI;Pulsera;TargetVar;acc_wake;-0.2939;0.4205;0.0005;-0.0455;0.4155;0.5817;0.4496;0.4615;0;NA;NA;NA;-0.2975;0.4155;0.0002;NA;NA;NA
DOSI;Pulsera;TargetVar;sleeplog_onset;-0.4434;0.4205;0;0.1016;0.4384;0.2174;0.412;0.4384;0;NA;NA;NA;-0.3919;0.4384;0;NA;NA;NA
DOSI;Pulsera;TargetVar;sleeplog_wake;-0.4434;0.4205;0;0.1016;0.4384;0.2174;0.412;0.4384;0;NA;NA;NA;-0.3919;0.4384;0;NA;NA;NA
DOSI;Pulsera;TargetVar;window_length_in_hours;-0.286;0.0309;0.0007;0.4899;0.0009;0;-0.2087;0.4706;0.0106;NA;NA;NA;-0.1103;0.6855;0.1804;NA;NA;NA
DOSI;Pulsera;TargetVar;nonwear_hours;-0.1246;0.0412;0.1485;0.3061;0.0057;0.0001;-0.1522;0.2405;0.0639;NA;NA;NA;0.0046;0.5262;0.9561;NA;NA;NA
DOSI;Pulsera;TargetVar;dur_nightsleep_min;0.1106;0.4208;0.2;-0.2063;0.327;0.0116;0.1089;0.4458;0.1861;NA;NA;NA;0.0432;0.5463;0.6005;NA;NA;NA
DOSI;Pulsera;TargetVar;dur_nightwak_and_IN30_min;0.1379;0.3954;0.1093;-0.1243;0.306;0.131;-0.1436;0.4693;0.0807;NA;NA;NA;0.0403;0.5225;0.6256;NA;NA;NA
DOSI;Pulsera;TargetVar;dur_nightwak_LIG30_100_min;0.3475;0.329;0;-0.436;0.1776;0;0.0289;0.4823;0.7264;NA;NA;NA;0.1422;0.5142;0.0836;NA;NA;NA
DOSI;Pulsera;TargetVar;dur_nightwak_MOD100_400_min;0.1076;0.8228;0.2126;-0.2817;0.9999;0.0005;0.152;0.0174;0.0642;NA;NA;NA;-0.0102;0.5925;0.9015;NA;NA;NA
DOSI;Pulsera;TargetVar;dur_nightwak_VIG400_min;0.1134;0.853;0.1888;-0.1236;0.9443;0.1331;0.0174;0.495;0.8333;NA;NA;NA;0.0814;0.7774;0.3239;NA;NA;NA
DOSI;Pulsera;TargetVar;dur_day_SIB_min;-0.1251;0.331;0.1469;0.1644;0.1187;0.0452;-0.0302;0.363;0.715;NA;NA;NA;-0.075;0.7332;0.3631;NA;NA;NA
DOSI;Pulsera;TargetVar;dur_day_OIN30_min;0.0448;0.4543;0.6049;0.0565;0.3429;0.4941;-0.1258;0.4854;0.1263;NA;NA;NA;0.0664;0.59;0.4212;NA;NA;NA
DOSI;Pulsera;TargetVar;dur_day_LIG30_100_min;-0.005;0.4124;0.9536;-0.0321;0.3485;0.6978;-0.0026;0.485;0.9751;NA;NA;NA;-0.0329;0.5128;0.6908;NA;NA;NA
DOSI;Pulsera;TargetVar;dur_day_MOD100_400_min;-0.0224;0.2879;0.7961;-0.0832;0.2405;0.313;0.0697;0.4858;0.3985;NA;NA;NA;-0.0725;0.3574;0.3793;NA;NA;NA
DOSI;Pulsera;TargetVar;dur_day_VIG400_min;-0.1448;0;0.0925;0.2523;0;0.0019;-0.205;0.1501;0.0121;NA;NA;NA;-0.0721;0.3672;0.3819;NA;NA;NA
DOSI;Pulsera;TargetVar;dur_MVPA_D1T100_min;-0.1888;0.0003;0.0277;-0.0223;0.0065;0.7869;0.2319;0.0077;0.0044;NA;NA;NA;-0.2129;0.0252;0.0092;NA;NA;NA
DOSI;Pulsera;TargetVar;dur_INB_D30T30_min;-0.1962;0.4205;0.022;0.3882;0.4384;0;-0.1583;0.4384;0.0539;NA;NA;NA;-0.0427;0.4384;0.6049;NA;NA;NA
DOSI;Pulsera;TargetVar;dur_INB_D10T30_min;0.0288;0.387;0.7389;-0.1634;0.4155;0.0465;0.2118;0.4155;0.0095;NA;NA;NA;-0.0113;0.4155;0.8914;NA;NA;NA
DOSI;Pulsera;TargetVar;dur_INB_D1T30_min;0.0859;0.4633;0.3203;0.101;0.4155;0.2204;-0.2119;0.4615;0.0095;NA;NA;NA;0.13;0.5267;0.114;NA;NA;NA
DOSI;Pulsera;TargetVar;dur_LIGB_D10T30_100_min;-0.3261;0.1744;0.0001;0.2698;0.0374;0.0009;0.1089;0.4466;0.186;NA;NA;NA;-0.232;0.585;0.0044;NA;NA;NA
DOSI;Pulsera;TargetVar;dur_LIGB_D1T30_100_min;0.1519;0.418;0.0776;0.0022;0.3705;0.9791;-0.2232;0.4771;0.0062;NA;NA;NA;0.1496;0.4986;0.0687;NA;NA;NA
DOSI;Pulsera;TargetVar;dur_TSIBday_min;0.0019;0.4633;0.9823;0.3968;0.4384;0;-0.3641;0.4847;0;NA;NA;NA;0.183;0.4939;0.0255;NA;NA;NA
DOSI;Pulsera;TargetVar;dur_TOINday_min;-0.2557;0.4544;0.0027;0.1504;0.4615;0.0671;0.1376;0.4615;0.0943;NA;NA;NA;-0.2118;0.4615;0.0095;NA;NA;NA
DOSI;Pulsera;TargetVar;dur_TLIGday_min;-0.3571;0.4544;0;0.334;0.4384;0;0.0499;0.4847;0.5454;NA;NA;NA;-0.2481;0.4384;0.0023;NA;NA;NA
DOSI;Pulsera;TargetVar;dur_TMODday_min;-0.0985;0.3936;0.2538;-0.0622;0.4105;0.4508;0.1356;0.4149;0.0991;NA;NA;NA;-0.1443;0.4329;0.079;NA;NA;NA
DOSI;Pulsera;TargetVar;dur_TVIGday_min;-0.2235;0;0.0089;0.3081;0;0.0001;-0.1457;0.3119;0.0763;NA;NA;NA;-0.1381;0.5696;0.093;NA;NA;NA
DOSI;Pulsera;TargetVar;dur_TINday_min;-0.1503;0.4544;0.0807;0.3281;0.4615;0;-0.138;0.4615;0.0933;NA;NA;NA;-0.015;0.4615;0.8557;NA;NA;NA
DOSI;Pulsera;TargetVar;dur_day_min;-0.2279;0.4523;0.0076;0.365;0.3705;0;-0.098;0.485;0.2346;NA;NA;NA;-0.086;0.5364;0.2968;NA;NA;NA
DOSI;Pulsera;TargetVar;dur_night_min;0.159;0.387;0.0644;-0.24;0.306;0.0032;0.0347;0.4693;0.674;NA;NA;NA;0.0586;0.4654;0.4781;NA;NA;NA
DOSI;Pulsera;TargetVar;dur_nightandday_min;-0.286;0.0309;0.0007;0.4899;0.0009;0;-0.2087;0.4706;0.0106;NA;NA;NA;-0.1103;0.6855;0.1804;NA;NA;NA
DOSI;Pulsera;TargetVar;N_atleast5minwakenight;0.3218;0.0067;0.0001;-0.2047;0.1024;0.0123;-0.2016;0.0459;0.0137;NA;NA;NA;0.2195;0.0344;0.0072;NA;NA;NA
DOSI;Pulsera;TargetVar;nonwear_perc_day;-0.1132;0.0101;0.1896;0.2324;0;0.0043;-0.0759;0.3818;0.3578;NA;NA;NA;-0.0084;0.9259;0.9191;NA;NA;NA
DOSI;Pulsera;TargetVar;nonwear_perc_night;0.07;0.0754;0.4181;0.0376;0.0021;0.6492;-0.0933;0.3803;0.2575;NA;NA;NA;0.098;0.859;0.2346;NA;NA;NA
DOSI;Pulsera;TargetVar;nonwear_perc_nightandday;-0.0935;0.0971;0.2787;0.2577;0.0048;0.0015;-0.1341;0.3946;0.103;NA;NA;NA;0.0183;0.8407;0.8248;NA;NA;NA
DOSI;Pulsera;TargetVar;sleep_efficiency;-0.1545;0.4205;0.0725;0.0686;0.4384;0.4061;0.2233;0.4384;0.0062;NA;NA;NA;-0.0821;0.4384;0.3196;NA;NA;NA
DOSI;Pulsera;TargetVar;ACC_nightsleep_mg;0.2253;0.4205;0.0084;-0.0245;0.4384;0.7671;-0.2321;0.4384;0.0044;NA;NA;NA;0.2113;0.4384;0.0097;NA;NA;NA
DOSI;Pulsera;TargetVar;ACC_nightwak_and_IN30_mg;0.4917;0.4205;0;-0.4894;0.4384;0;-0.048;0.4384;0.5612;NA;NA;NA;0.3214;0.4384;0.0001;NA;NA;NA
DOSI;Pulsera;TargetVar;ACC_nightwak_LIG30_100_mg;-0.193;0.4205;0.0244;-0.1304;0.4384;0.1128;0.3378;0.4384;0;NA;NA;NA;-0.2637;0.4384;0.0012;NA;NA;NA
DOSI;Pulsera;TargetVar;ACC_nightwak_MOD100_400_mg;0.073;0.3226;0.3986;0.1203;0.3485;0.1438;-0.1853;0.3485;0.0237;NA;NA;NA;0.1339;0.3485;0.1036;NA;NA;NA
DOSI;Pulsera;TargetVar;ACC_nightwak_VIG400_mg;-0.2312;0.3543;0.0068;0.0079;0.3705;0.9238;0.1682;0.3705;0.0403;NA;NA;NA;-0.2825;0.3705;0.0005;NA;NA;NA
DOSI;Pulsera;TargetVar;ACC_day_SIB_mg;0.1532;0.6326;0.075;0.1409;0.8839;0.0866;-0.3601;0.0245;0;NA;NA;NA;0.2177;0.8207;0.0077;NA;NA;NA
DOSI;Pulsera;TargetVar;ACC_day_OIN30_mg;-0.0698;0.4544;0.4195;0.2032;0.4615;0.0129;-0.1032;0.4615;0.2104;NA;NA;NA;0.0214;0.4615;0.7953;NA;NA;NA
DOSI;Pulsera;TargetVar;ACC_day_LIG30_100_mg;0.0122;0.4544;0.8875;-0.1276;0.4615;0.121;0.0781;0.4615;0.3437;NA;NA;NA;-0.0538;0.4615;0.515;NA;NA;NA
DOSI;Pulsera;TargetVar;ACC_day_MOD100_400_mg;0.2296;0.387;0.0072;-0.0741;0.4155;0.3688;-0.1228;0.4155;0.1356;NA;NA;NA;0.2221;0.4155;0.0065;NA;NA;NA
DOSI;Pulsera;TargetVar;ACC_day_VIG400_mg;-0.3091;0.387;0.0003;0.4276;0.4155;0;-0.2225;0.4155;0.0064;NA;NA;NA;-0.1929;0.4155;0.0184;NA;NA;NA
DOSI;Pulsera;TargetVar;ACC_MVPA_D1T100_mg;-0.3578;0.1446;0;0.1548;0.4262;0.0594;-0.1765;0.2352;0.0313;NA;NA;NA;-0.2601;0.0989;0.0014;NA;NA;NA
DOSI;Pulsera;TargetVar;ACC_INB_D30T30_mg;-0.2324;0.4205;0.0065;0.3299;0.4384;0;-0.0735;0.4384;0.3731;NA;NA;NA;-0.108;0.4384;0.1898;NA;NA;NA
DOSI;Pulsera;TargetVar;ACC_INB_D10T30_mg;0.0167;0.4205;0.8465;0.1049;0.4384;0.203;-0.1187;0.4384;0.1495;NA;NA;NA;0.0643;0.4384;0.4359;NA;NA;NA
DOSI;Pulsera;TargetVar;ACC_INB_D1T30_mg;-0.1933;0.4544;0.0242;0.2569;0.4615;0.0016;-0.0491;0.4615;0.552;NA;NA;NA;-0.0919;0.4615;0.265;NA;NA;NA
DOSI;Pulsera;TargetVar;ACC_LIGB_D10T30_100_mg;-0.0968;0.4205;0.2621;-0.1047;0.4384;0.2036;0.0795;0.4384;0.335;NA;NA;NA;-0.1849;0.4384;0.024;NA;NA;NA
DOSI;Pulsera;TargetVar;ACC_LIGB_D1T30_100_mg;0.0301;0.4544;0.7279;-0.1634;0.4615;0.0465;0.1025;0.4615;0.2133;NA;NA;NA;-0.0475;0.4615;0.5647;NA;NA;NA
DOSI;Pulsera;TargetVar;ACC_TSIBday_mg;-0.3346;0.4544;0.0001;0.3093;0.4615;0.0001;0.0848;0.4615;0.3037;NA;NA;NA;-0.2105;0.4615;0.01;NA;NA;NA
DOSI;Pulsera;TargetVar;ACC_TOINday_mg;0.0972;0.4544;0.2603;0.109;0.4615;0.1856;-0.1935;0.4615;0.018;NA;NA;NA;0.1581;0.4615;0.0542;NA;NA;NA
DOSI;Pulsera;TargetVar;ACC_TLIGday_mg;-0.0688;0.4544;0.4262;-0.0875;0.4615;0.2888;0.1119;0.4615;0.1741;NA;NA;NA;-0.1276;0.4615;0.1209;NA;NA;NA
DOSI;Pulsera;TargetVar;ACC_TMODday_mg;-0.0916;0.4544;0.2888;0.053;0.4615;0.5209;0.1185;0.4615;0.15;NA;NA;NA;-0.0445;0.4615;0.5896;NA;NA;NA
DOSI;Pulsera;TargetVar;ACC_TVIGday_mg;-0.5051;0.387;0;0.3857;0.4155;0;0.0338;0.4155;0.6826;NA;NA;NA;-0.4394;0.4155;0;NA;NA;NA
DOSI;Pulsera;TargetVar;ACC_TINday_min;-0.1148;0.4544;0.1833;0.2664;0.4615;0.001;-0.1375;0.4615;0.0944;NA;NA;NA;-0.0079;0.4615;0.9239;NA;NA;NA
DOSI;Pulsera;TargetVar;ACC_day_mg;-0.2115;0.4544;0.0134;0.06;0.4615;0.4674;0.1053;0.4615;0.201;NA;NA;NA;-0.23;0.4615;0.0048;NA;NA;NA
DOSI;Pulsera;TargetVar;ACC_night_mg;0.4151;0.4205;0;-0.1838;0.4384;0.0248;-0.332;0.4384;0;NA;NA;NA;0.3245;0.4384;0.0001;NA;NA;NA
DOSI;Pulsera;TargetVar;ACC_nightandday_mg;-0.2931;0.4205;0.0005;0.2646;0.4384;0.0011;-0.0346;0.4384;0.6754;NA;NA;NA;-0.2441;0.4384;0.0027;NA;NA;NA
DOSI;Pulsera;TargetVar;quantile_mostactive60min_mg;-0.1609;0.4205;0.0612;-0.0185;0.4384;0.8228;0.144;0.4384;0.0797;NA;NA;NA;-0.1976;0.4384;0.0157;NA;NA;NA
DOSI;Pulsera;TargetVar;quantile_mostactive30min_mg;-0.1764;0.4205;0.0399;0.003;0.4384;0.9715;0.148;0.4384;0.0717;NA;NA;NA;-0.2031;0.4384;0.013;NA;NA;NA
DOSI;Pulsera;TargetVar;L5VALUE;0.4527;0.3543;0;-0.2089;0.3929;0.0106;-0.3474;0.3929;0;NA;NA;NA;0.314;0.3929;0.0001;NA;NA;NA
DOSI;Pulsera;TargetVar;M5VALUE;-0.251;0.4205;0.0032;0.0261;0.4384;0.7524;0.114;0.4384;0.1664;NA;NA;NA;-0.3013;0.4384;0.0002;NA;NA;NA
DOSI;Pulsera;TargetVar;L5TIME_num;0.0379;0.3543;0.6613;-0.1846;0.3485;0.0243;0.1971;0.3485;0.016;NA;NA;NA;-0.0192;0.4563;0.8167;NA;NA;NA
DOSI;Pulsera;TargetVar;M5TIME_num;-0.1208;0.3543;0.1614;0.0651;0.3705;0.4306;0.0522;0.3705;0.527;NA;NA;NA;-0.1163;0.4517;0.1578;NA;NA;NA
DOSI;Pulsera;TargetVar;L10VALUE;0.3965;0.4205;0;-0.3207;0.4384;0.0001;-0.1772;0.4384;0.0307;NA;NA;NA;0.2574;0.4384;0.0015;NA;NA;NA
DOSI;Pulsera;TargetVar;M10VALUE;-0.5649;0.387;0;0.1581;0.4155;0.0541;0.3657;0.4155;0;NA;NA;NA;-0.5831;0.4155;0;NA;NA;NA
DOSI;Pulsera;TargetVar;L10TIME_num;-0.3018;0.4291;0.0004;0.1009;0.4155;0.221;0.3274;0.4615;0;NA;NA;NA;-0.2208;0.4705;0.0068;NA;NA;NA
DOSI;Pulsera;TargetVar;M10TIME_num;-0.1686;0.3379;0.0498;0.0181;0.327;0.8265;0.1982;0.4149;0.0154;NA;NA;NA;-0.17;0.4329;0.0382;NA;NA;NA
DOSI;Pulsera;TargetVar;Nbouts_MVPA_D1T100;-0.2832;0;0.0008;0.0989;0;0.2303;0.2023;0;0.0134;NA;NA;NA;-0.2672;0;0.001;NA;NA;NA
DOSI;Pulsera;TargetVar;Nbouts_INB_D30T30;-0.3386;0;0.0001;0.1318;0.0923;0.1091;0.2479;0.0001;0.0023;NA;NA;NA;-0.2999;0;0.0002;NA;NA;NA
DOSI;Pulsera;TargetVar;Nbouts_INB_D10T30;0.0684;0;0.4285;-0.2412;0.1847;0.003;0.2407;0;0.0031;NA;NA;NA;-0.0035;0.0011;0.9659;NA;NA;NA
DOSI;Pulsera;TargetVar;Nbouts_INB_D1T30;0.0467;0.7173;0.589;-0.0357;0.9649;0.6657;0.0081;0.2355;0.9222;NA;NA;NA;0.0439;0.3706;0.5952;NA;NA;NA
DOSI;Pulsera;TargetVar;Nbouts_LIGB_D10T30_100;-0.2898;0;0.0006;0.246;0;0.0025;0.0987;0;0.231;NA;NA;NA;-0.1976;0;0.0157;NA;NA;NA
DOSI;Pulsera;TargetVar;Nbouts_LIGB_D1T30_100;0.0758;0.0012;0.3805;-0.0119;0.0443;0.8858;-0.1315;0.0193;0.1099;NA;NA;NA;0.0574;0.0053;0.487;NA;NA;NA
DOSI;Pulsera;TargetVar;Nblocks_nightsleep;0.0978;0.9956;0.2572;-0.0543;0.9822;0.5106;-0.0861;0.9985;0.2962;NA;NA;NA;0.0727;0.6886;0.3781;NA;NA;NA
DOSI;Pulsera;TargetVar;Nblocks_nightwak_and_IN30;0.3974;0.4607;0;-0.4324;0.329;0;-0.0426;0.5402;0.6058;NA;NA;NA;0.1736;0.552;0.0343;NA;NA;NA
DOSI;Pulsera;TargetVar;Nblocks_nightwak_LIG30_100;0.3565;0.202;0;-0.4277;0.0504;0;-0.0002;0.5028;0.9984;NA;NA;NA;0.1441;0.6751;0.0794;NA;NA;NA
DOSI;Pulsera;TargetVar;Nblocks_nightwak_MOD100_400;0.1495;0.3792;0.0824;-0.2989;0.9703;0.0002;0.1157;0.0034;0.1598;NA;NA;NA;0.0192;0.4665;0.8159;NA;NA;NA
DOSI;Pulsera;TargetVar;Nblocks_nightwak_VIG400;0.0693;0.3798;0.4227;-0.1487;0.6951;0.0703;0.0884;0.3521;0.2837;NA;NA;NA;0.0192;0.2083;0.8159;NA;NA;NA
DOSI;Pulsera;TargetVar;Nblocks_day_SIB;-0.1096;0.4415;0.2038;0.071;0.9525;0.3895;0.0585;0.8969;0.4783;NA;NA;NA;-0.0928;0.6217;0.2603;NA;NA;NA
DOSI;Pulsera;TargetVar;Nblocks_day_OIN30;0.0759;0.5209;0.3799;0.0401;0.3354;0.6275;-0.1353;0.6166;0.0999;NA;NA;NA;0.097;0.5717;0.2395;NA;NA;NA
DOSI;Pulsera;TargetVar;Nblocks_day_LIG30_100;0.0352;0.5246;0.684;-0.0277;0.3092;0.7373;-0.0436;0.5942;0.5979;NA;NA;NA;0.0149;0.7026;0.8569;NA;NA;NA
DOSI;Pulsera;TargetVar;Nblocks_day_MOD100_400;-0.0171;0.1626;0.8433;-0.086;0.6352;0.2968;0.0589;0.1448;0.4756;NA;NA;NA;-0.0705;0.0702;0.3928;NA;NA;NA
DOSI;Pulsera;TargetVar;Nblocks_day_VIG400;-0.1461;0.0078;0.0896;0.2559;0.0046;0.0016;-0.188;0.009;0.0217;NA;NA;NA;-0.0718;0.9611;0.384;NA;NA;NA
DOSI;Pulsera;TargetVar;Nblocks_MVPA_D1T100;-0.2832;0;0.0008;0.0989;0;0.2303;0.2023;0;0.0134;NA;NA;NA;-0.2672;0;0.001;NA;NA;NA
DOSI;Pulsera;TargetVar;Nblocks_INB_D30T30;-0.3463;0;0;0.1393;0.0497;0.0902;0.2452;0.0001;0.0026;NA;NA;NA;-0.3069;0;0.0001;NA;NA;NA
DOSI;Pulsera;TargetVar;Nblocks_INB_D10T30;0.0641;0.0005;0.4588;-0.2311;0.1392;0.0046;0.2311;0;0.0046;NA;NA;NA;-0.0054;0.0054;0.9481;NA;NA;NA
DOSI;Pulsera;TargetVar;Nblocks_INB_D1T30;0.0505;0.6205;0.5591;-0.04;0.9415;0.628;0.0101;0.3508;0.9025;NA;NA;NA;0.0468;0.17;0.571;NA;NA;NA
DOSI;Pulsera;TargetVar;Nblocks_LIGB_D10T30_100;-0.2897;0;0.0006;0.2491;0;0.0022;0.095;0;0.249;NA;NA;NA;-0.1962;0;0.0165;NA;NA;NA
DOSI;Pulsera;TargetVar;Nblocks_LIGB_D1T30_100;0.0745;0.0011;0.3884;-0.0117;0.0342;0.8871;-0.13;0.0265;0.1142;NA;NA;NA;0.0562;0.005;0.496;NA;NA;NA
DOSI;Pulsera;TargetVar;Nblocks_TSIBday;-0.0045;0.2635;0.9588;0.2863;0.0861;0.0004;-0.2417;0.2967;0.003;NA;NA;NA;0.1308;0.7068;0.1118;NA;NA;NA
DOSI;Pulsera;TargetVar;Nblocks_TOINday;-0.0987;0.52;0.253;0.1183;0.4062;0.1507;0.006;0.6171;0.9418;NA;NA;NA;-0.0523;0.6019;0.5267;NA;NA;NA
DOSI;Pulsera;TargetVar;Nblocks_TLIGday;-0.1192;0.6895;0.1669;0.0819;0.5682;0.3207;0.0337;0.7185;0.6828;NA;NA;NA;-0.0992;0.6169;0.2286;NA;NA;NA
DOSI;Pulsera;TargetVar;Nblocks_TMODday;-0.0587;0.0568;0.4974;-0.048;0.2845;0.5609;0.0566;0.2006;0.4931;NA;NA;NA;-0.1011;0.02;0.2199;NA;NA;NA
DOSI;Pulsera;TargetVar;Nblocks_TVIGday;-0.1767;0.0095;0.0396;0.2308;0.0063;0.0046;-0.1101;0.036;0.1815;NA;NA;NA;-0.1161;0.6167;0.1585;NA;NA;NA
DOSI;Pulsera;TargetVar;Nblocks_TINday;-0.0971;0.4349;0.2608;0.1134;0.3537;0.1687;0.0089;0.429;0.9142;NA;NA;NA;-0.0527;0.6169;0.5234;NA;NA;NA
DOSI;Intervenciones;TargetVar;I_alleviation;0.2928;0.0925;0.4117;0.378;0.6005;0.2258;-0.4781;0.3006;0.1159;0.2548;1;0.4241;0.488;0.3105;0.1075;NA;NA;NA
DOSI;Intervenciones;TargetVar;I_therapist;-0.1493;0.6338;0.6432;-0.0589;1;0.8414;0.1667;0.9379;0.569;0.2402;1;0.4082;-0.2513;0.7779;0.3862;NA;NA;NA
DOSI;Intervenciones;TargetVar;I_diagnosis;0.4614;0.004;0.1311;0.0323;0.0358;0.9128;-0.4108;0.12;0.1445;0.1754;0.0029;0.5486;0.523;0.1902;0.055;NA;NA;NA
DOSI;Intervenciones;TargetVar;I_intervencion_type;-0.1796;0.4936;0.5765;-0.2132;1;0.4643;0.2513;0.7779;0.3862;-0.1448;1;0.6213;-0.2727;0.8206;0.3455;NA;NA;NA
DOSI;Intervenciones;TargetVar;I_significant_change;0.467;0.0658;0.1259;-0.1667;1;0.569;-0.3536;0.5815;0.2149;0.6794;0.2895;0.0075;0.2843;0.8942;0.3246;NA;NA;NA
DOSI;Young;TargetVar;Y_euphoria;0.3311;0.0719;0.4682;-0.125;1;0.7486;-0.3162;1;0.4071;1;0.1894;0;-0.125;1;0.7486;NA;NA;NA
DOSI;Young;TargetVar;Y_hyperactivity;0.3311;0.0719;0.4682;-0.125;1;0.7486;-0.3162;1;0.4071;1;0.1894;0;-0.125;1;0.7486;NA;NA;NA
DOSI;Young;TargetVar;Y_sex_drive;0.2545;0.2609;0.5818;-0.1768;0.8515;0.6491;-0.1118;0.3575;0.7746;0.8839;0.0111;0.0016;-0.1768;0.8515;0.6491;NA;NA;NA
