"","id","origen.x","origen.y","var.x","E_final_diagnosis_numeric_cor","E_final_diagnosis_numeric_chi","E_final_diagnosis_numeric_anova","depression_cor","depression_chi","depression_anova","euthymia_cor","euthymia_chi","euthymia_anova","hypomania_cor","hypomania_chi","hypomania_anova","mixed_cor","mixed_chi","mixed_anova","hospitalized_cor","hospitalized_chi","hospitalized_anova"
"502","DOGE","Pulsera","TargetVar","S_dur_day_IN_bts_10_30_min",0.0609,0.349,0.6065,NA,NA,NA,-0.0609,0.349,0.6065,NA,NA,NA,0.0609,0.349,0.6065,NA,NA,NA
"503","DOGE","Pulsera","TargetVar","S_dur_day_IN_bts_1_10_min",-0.2396,0.4127,0.0398,NA,NA,NA,0.2396,0.4127,0.0398,NA,NA,NA,-0.2396,0.4127,0.0398,NA,NA,NA
"504","DOGE","Pulsera","TargetVar","S_dur_day_LIG_bts_10_min",-0.265,0.9992,0.0225,NA,NA,NA,0.265,0.9992,0.0225,NA,NA,NA,-0.265,0.9992,0.0225,NA,NA,NA
"505","DOGE","Pulsera","TargetVar","S_dur_day_LIG_bts_1_10_min",-0.3573,0.4453,0.0018,NA,NA,NA,0.3573,0.4453,0.0018,NA,NA,NA,-0.3573,0.4453,0.0018,NA,NA,NA
"506","DOGE","Pulsera","TargetVar","S_dur_day_total_IN_min",0.2027,0.4453,0.0833,NA,NA,NA,-0.2027,0.4453,0.0833,NA,NA,NA,0.2027,0.4453,0.0833,NA,NA,NA
"507","DOGE","Pulsera","TargetVar","S_dur_day_total_LIG_min",-0.3817,0.4453,8e-04,NA,NA,NA,0.3817,0.4453,8e-04,NA,NA,NA,-0.3817,0.4453,8e-04,NA,NA,NA
"508","DOGE","Pulsera","TargetVar","S_dur_day_total_MOD_min",-0.3304,0.4127,0.004,NA,NA,NA,0.3304,0.4127,0.004,NA,NA,NA,-0.3304,0.4127,0.004,NA,NA,NA
"509","DOGE","Pulsera","TargetVar","S_dur_day_total_VIG_min",-0.1997,0.9816,0.0881,NA,NA,NA,0.1997,0.9816,0.0881,NA,NA,NA,-0.1997,0.9816,0.0881,NA,NA,NA
"510","DOGE","Pulsera","TargetVar","S_dur_day_min",-0.1265,0.727,0.2827,NA,NA,NA,0.1265,0.727,0.2827,NA,NA,NA,-0.1265,0.727,0.2827,NA,NA,NA
"511","DOGE","Pulsera","TargetVar","S_dur_spt_min",0.288,0.4453,0.0129,NA,NA,NA,-0.288,0.4453,0.0129,NA,NA,NA,0.288,0.4453,0.0129,NA,NA,NA
"512","DOGE","Pulsera","TargetVar","S_dur_day_spt_min",0.0546,0.4453,0.644,NA,NA,NA,-0.0546,0.4453,0.644,NA,NA,NA,0.0546,0.4453,0.644,NA,NA,NA
"513","DOGE","Pulsera","TargetVar","S_N_atleast5minwakenight",0.1988,0.6479,0.0895,NA,NA,NA,-0.1988,0.6479,0.0895,NA,NA,NA,0.1988,0.6479,0.0895,NA,NA,NA
"514","DOGE","Pulsera","TargetVar","S_sleep_efficiency",-0.0686,0.4453,0.5615,NA,NA,NA,0.0686,0.4453,0.5615,NA,NA,NA,-0.0686,0.4453,0.5615,NA,NA,NA
"515","DOGE","Pulsera","TargetVar","S_ACC_spt_sleep_mg",-0.0016,0.4453,0.9894,NA,NA,NA,0.0016,0.4453,0.9894,NA,NA,NA,-0.0016,0.4453,0.9894,NA,NA,NA
"516","DOGE","Pulsera","TargetVar","S_ACC_spt_wake_IN_mg",0.0018,0.4453,0.9879,NA,NA,NA,-0.0018,0.4453,0.9879,NA,NA,NA,0.0018,0.4453,0.9879,NA,NA,NA
"517","DOGE","Pulsera","TargetVar","S_ACC_spt_wake_LIG_mg",-0.0547,0.4453,0.6431,NA,NA,NA,0.0547,0.4453,0.6431,NA,NA,NA,-0.0547,0.4453,0.6431,NA,NA,NA
"518","DOGE","Pulsera","TargetVar","S_ACC_spt_wake_MOD_mg",0.0274,0.4453,0.8164,NA,NA,NA,-0.0274,0.4453,0.8164,NA,NA,NA,0.0274,0.4453,0.8164,NA,NA,NA
"519","DOGE","Pulsera","TargetVar","S_ACC_spt_wake_VIG_mg",0.0479,0.4127,0.6853,NA,NA,NA,-0.0479,0.4127,0.6853,NA,NA,NA,0.0479,0.4127,0.6853,NA,NA,NA
"520","DOGE","Pulsera","TargetVar","S_ACC_day_IN_unbt_mg",-0.039,0.4453,0.7415,NA,NA,NA,0.039,0.4453,0.7415,NA,NA,NA,-0.039,0.4453,0.7415,NA,NA,NA
"521","DOGE","Pulsera","TargetVar","S_ACC_day_LIG_unbt_mg",-0.3504,0.4453,0.0022,NA,NA,NA,0.3504,0.4453,0.0022,NA,NA,NA,-0.3504,0.4453,0.0022,NA,NA,NA
"522","DOGE","Pulsera","TargetVar","S_ACC_day_MOD_unbt_mg",-0.0232,0.4453,0.8444,NA,NA,NA,0.0232,0.4453,0.8444,NA,NA,NA,-0.0232,0.4453,0.8444,NA,NA,NA
"523","DOGE","Pulsera","TargetVar","S_ACC_day_VIG_unbt_mg",-0.2863,0.4127,0.0134,NA,NA,NA,0.2863,0.4127,0.0134,NA,NA,NA,-0.2863,0.4127,0.0134,NA,NA,NA
"524","DOGE","Pulsera","TargetVar","S_ACC_day_MVPA_bts_1_mg",0.1815,0.4453,0.1216,NA,NA,NA,-0.1815,0.4453,0.1216,NA,NA,NA,0.1815,0.4453,0.1216,NA,NA,NA
"525","DOGE","Pulsera","TargetVar","S_ACC_day_IN_bts_30_mg",-0.135,0.4453,0.2513,NA,NA,NA,0.135,0.4453,0.2513,NA,NA,NA,-0.135,0.4453,0.2513,NA,NA,NA
"526","DOGE","Pulsera","TargetVar","S_ACC_day_IN_bts_10_30_mg",-0.1504,0.4453,0.2009,NA,NA,NA,0.1504,0.4453,0.2009,NA,NA,NA,-0.1504,0.4453,0.2009,NA,NA,NA
"527","DOGE","Pulsera","TargetVar","S_ACC_day_IN_bts_1_10_mg",-0.0948,0.4453,0.4215,NA,NA,NA,0.0948,0.4453,0.4215,NA,NA,NA,-0.0948,0.4453,0.4215,NA,NA,NA
"528","DOGE","Pulsera","TargetVar","S_ACC_day_LIG_bts_10_mg",-0.0822,1,0.4864,NA,NA,NA,0.0822,1,0.4864,NA,NA,NA,-0.0822,1,0.4864,NA,NA,NA
"529","DOGE","Pulsera","TargetVar","S_ACC_day_LIG_bts_1_10_mg",-0.2283,0.4453,0.0504,NA,NA,NA,0.2283,0.4453,0.0504,NA,NA,NA,-0.2283,0.4453,0.0504,NA,NA,NA
"530","DOGE","Pulsera","TargetVar","S_ACC_day_total_IN_mg",-0.349,0.4453,0.0023,NA,NA,NA,0.349,0.4453,0.0023,NA,NA,NA,-0.349,0.4453,0.0023,NA,NA,NA
"531","DOGE","Pulsera","TargetVar","S_ACC_day_total_LIG_mg",-0.4023,0.4453,4e-04,NA,NA,NA,0.4023,0.4453,4e-04,NA,NA,NA,-0.4023,0.4453,4e-04,NA,NA,NA
"532","DOGE","Pulsera","TargetVar","S_ACC_day_total_MOD_mg",0.0872,0.4453,0.4599,NA,NA,NA,-0.0872,0.4453,0.4599,NA,NA,NA,0.0872,0.4453,0.4599,NA,NA,NA
"533","DOGE","Pulsera","TargetVar","S_ACC_day_total_VIG_mg",-0.3117,0.4453,0.0069,NA,NA,NA,0.3117,0.4453,0.0069,NA,NA,NA,-0.3117,0.4453,0.0069,NA,NA,NA
"534","DOGE","Pulsera","TargetVar","S_ACC_day_mg",-0.3837,0.4453,7e-04,NA,NA,NA,0.3837,0.4453,7e-04,NA,NA,NA,-0.3837,0.4453,7e-04,NA,NA,NA
"535","DOGE","Pulsera","TargetVar","S_ACC_spt_mg",-0.1465,0.4453,0.213,NA,NA,NA,0.1465,0.4453,0.213,NA,NA,NA,-0.1465,0.4453,0.213,NA,NA,NA
"536","DOGE","Pulsera","TargetVar","S_ACC_day_spt_mg",-0.3721,0.4453,0.0011,NA,NA,NA,0.3721,0.4453,0.0011,NA,NA,NA,-0.3721,0.4453,0.0011,NA,NA,NA
"537","DOGE","Pulsera","TargetVar","S_quantile_mostactive60min_mg",-0.3188,0.4453,0.0056,NA,NA,NA,0.3188,0.4453,0.0056,NA,NA,NA,-0.3188,0.4453,0.0056,NA,NA,NA
"538","DOGE","Pulsera","TargetVar","S_quantile_mostactive30min_mg",-0.2274,0.4453,0.0514,NA,NA,NA,0.2274,0.4453,0.0514,NA,NA,NA,-0.2274,0.4453,0.0514,NA,NA,NA
"539","DOGE","Pulsera","TargetVar","S_L5VALUE",-0.0682,0.4453,0.5636,NA,NA,NA,0.0682,0.4453,0.5636,NA,NA,NA,-0.0682,0.4453,0.5636,NA,NA,NA
"540","DOGE","Pulsera","TargetVar","S_M5VALUE",-0.2738,0.4453,0.0182,NA,NA,NA,0.2738,0.4453,0.0182,NA,NA,NA,-0.2738,0.4453,0.0182,NA,NA,NA
"541","DOGE","Pulsera","TargetVar","S_L5TIME_num",0.2157,0.4453,0.0649,NA,NA,NA,-0.2157,0.4453,0.0649,NA,NA,NA,0.2157,0.4453,0.0649,NA,NA,NA
"542","DOGE","Pulsera","TargetVar","S_M5TIME_num",-0.0534,0.4453,0.6516,NA,NA,NA,0.0534,0.4453,0.6516,NA,NA,NA,-0.0534,0.4453,0.6516,NA,NA,NA
"543","DOGE","Pulsera","TargetVar","S_L10VALUE",-0.228,0.4453,0.0507,NA,NA,NA,0.228,0.4453,0.0507,NA,NA,NA,-0.228,0.4453,0.0507,NA,NA,NA
"544","DOGE","Pulsera","TargetVar","S_M10VALUE",-0.3331,0.4453,0.0037,NA,NA,NA,0.3331,0.4453,0.0037,NA,NA,NA,-0.3331,0.4453,0.0037,NA,NA,NA
"545","DOGE","Pulsera","TargetVar","S_L10TIME_num",0.4818,0.4453,0,NA,NA,NA,-0.4818,0.4453,0,NA,NA,NA,0.4818,0.4453,0,NA,NA,NA
"546","DOGE","Pulsera","TargetVar","S_M10TIME_num",-0.0833,0.4453,0.4805,NA,NA,NA,0.0833,0.4453,0.4805,NA,NA,NA,-0.0833,0.4453,0.4805,NA,NA,NA
"547","DOGE","Pulsera","TargetVar","S_Nbouts_day_MVPA_bts_1",-0.3211,0.1073,0.0053,NA,NA,NA,0.3211,0.1073,0.0053,NA,NA,NA,-0.3211,0.1073,0.0053,NA,NA,NA
"548","DOGE","Pulsera","TargetVar","S_Nbouts_day_IN_bts_30",0.2216,0.6833,0.0578,NA,NA,NA,-0.2216,0.6833,0.0578,NA,NA,NA,0.2216,0.6833,0.0578,NA,NA,NA
"549","DOGE","Pulsera","TargetVar","S_Nbouts_day_IN_bts_10_30",0.0719,0.7741,0.5429,NA,NA,NA,-0.0719,0.7741,0.5429,NA,NA,NA,0.0719,0.7741,0.5429,NA,NA,NA
"550","DOGE","Pulsera","TargetVar","S_Nbouts_day_IN_bts_1_10",-0.272,0.4746,0.0191,NA,NA,NA,0.272,0.4746,0.0191,NA,NA,NA,-0.272,0.4746,0.0191,NA,NA,NA
"551","DOGE","Pulsera","TargetVar","S_Nbouts_day_LIG_bts_10",-0.2883,0.9728,0.0127,NA,NA,NA,0.2883,0.9728,0.0127,NA,NA,NA,-0.2883,0.9728,0.0127,NA,NA,NA
"552","DOGE","Pulsera","TargetVar","S_Nbouts_day_LIG_bts_1_10",-0.3675,0.4399,0.0013,NA,NA,NA,0.3675,0.4399,0.0013,NA,NA,NA,-0.3675,0.4399,0.0013,NA,NA,NA
"553","DOGE","Pulsera","TargetVar","S_Nblocks_spt_sleep",0.3625,0.3922,0.0015,NA,NA,NA,-0.3625,0.3922,0.0015,NA,NA,NA,0.3625,0.3922,0.0015,NA,NA,NA
"554","DOGE","Pulsera","TargetVar","S_Nblocks_spt_wake_IN",0.1256,0.6112,0.2862,NA,NA,NA,-0.1256,0.6112,0.2862,NA,NA,NA,0.1256,0.6112,0.2862,NA,NA,NA
"555","DOGE","Pulsera","TargetVar","S_Nblocks_spt_wake_LIG",0.0065,0.2888,0.9562,NA,NA,NA,-0.0065,0.2888,0.9562,NA,NA,NA,0.0065,0.2888,0.9562,NA,NA,NA
"556","DOGE","Pulsera","TargetVar","S_Nblocks_spt_wake_MOD",-0.1379,0.4054,0.2412,NA,NA,NA,0.1379,0.4054,0.2412,NA,NA,NA,-0.1379,0.4054,0.2412,NA,NA,NA
"557","DOGE","Pulsera","TargetVar","S_Nblocks_spt_wake_VIG",0.0941,0.6549,0.425,NA,NA,NA,-0.0941,0.6549,0.425,NA,NA,NA,0.0941,0.6549,0.425,NA,NA,NA
"558","DOGE","Pulsera","TargetVar","S_Nblocks_day_IN_unbt",-0.3395,0.349,0.0031,NA,NA,NA,0.3395,0.349,0.0031,NA,NA,NA,-0.3395,0.349,0.0031,NA,NA,NA
"559","DOGE","Pulsera","TargetVar","S_Nblocks_day_LIG_unbt",-0.3517,0.4127,0.0021,NA,NA,NA,0.3517,0.4127,0.0021,NA,NA,NA,-0.3517,0.4127,0.0021,NA,NA,NA
"560","DOGE","Pulsera","TargetVar","S_Nblocks_day_MOD_unbt",-0.3453,0.4127,0.0026,NA,NA,NA,0.3453,0.4127,0.0026,NA,NA,NA,-0.3453,0.4127,0.0026,NA,NA,NA
"561","DOGE","Pulsera","TargetVar","S_Nblocks_day_VIG_unbt",-0.2634,0.9739,0.0234,NA,NA,NA,0.2634,0.9739,0.0234,NA,NA,NA,-0.2634,0.9739,0.0234,NA,NA,NA
"562","DOGE","Pulsera","TargetVar","S_Nblocks_day_MVPA_bts_1",-0.3211,0.1073,0.0053,NA,NA,NA,0.3211,0.1073,0.0053,NA,NA,NA,-0.3211,0.1073,0.0053,NA,NA,NA
"563","DOGE","Pulsera","TargetVar","S_Nblocks_day_IN_bts_30",0.1541,0.8445,0.19,NA,NA,NA,-0.1541,0.8445,0.19,NA,NA,NA,0.1541,0.8445,0.19,NA,NA,NA
"564","DOGE","Pulsera","TargetVar","S_Nblocks_day_IN_bts_10_30",0.0361,0.98,0.7604,NA,NA,NA,-0.0361,0.98,0.7604,NA,NA,NA,0.0361,0.98,0.7604,NA,NA,NA
"565","DOGE","Pulsera","TargetVar","S_Nblocks_day_IN_bts_1_10",-0.271,0.3715,0.0195,NA,NA,NA,0.271,0.3715,0.0195,NA,NA,NA,-0.271,0.3715,0.0195,NA,NA,NA
"566","DOGE","Pulsera","TargetVar","S_Nblocks_day_LIG_bts_10",-0.2883,0.9728,0.0127,NA,NA,NA,0.2883,0.9728,0.0127,NA,NA,NA,-0.2883,0.9728,0.0127,NA,NA,NA
"567","DOGE","Pulsera","TargetVar","S_Nblocks_day_LIG_bts_1_10",-0.3675,0.4399,0.0013,NA,NA,NA,0.3675,0.4399,0.0013,NA,NA,NA,-0.3675,0.4399,0.0013,NA,NA,NA
"568","DOGE","Pulsera","TargetVar","S_Nblocks_day_total_IN",-0.342,0.6435,0.0029,NA,NA,NA,0.342,0.6435,0.0029,NA,NA,NA,-0.342,0.6435,0.0029,NA,NA,NA
"569","DOGE","Pulsera","TargetVar","S_Nblocks_day_total_LIG",-0.3628,0.3805,0.0015,NA,NA,NA,0.3628,0.3805,0.0015,NA,NA,NA,-0.3628,0.3805,0.0015,NA,NA,NA
"570","DOGE","Pulsera","TargetVar","S_Nblocks_day_total_MOD",-0.3561,0.4453,0.0018,NA,NA,NA,0.3561,0.4453,0.0018,NA,NA,NA,-0.3561,0.4453,0.0018,NA,NA,NA
"571","DOGE","Pulsera","TargetVar","S_Nblocks_day_total_VIG",-0.1774,0.9818,0.1306,NA,NA,NA,0.1774,0.9818,0.1306,NA,NA,NA,-0.1774,0.9818,0.1306,NA,NA,NA
"577","DOGE","Intervenciones","TargetVar","I_alleviation",0.2436,0.0326,0.4704,0.2887,0.368,0.3893,-0.5841,0.1137,0.0592,NA,NA,NA,0.4399,0.0117,0.1758,NA,NA,NA
"578","DOGE","Intervenciones","TargetVar","I_therapist",-0.271,0.6259,0.3487,-0.0589,1,0.8414,0.2582,0.6873,0.3728,NA,NA,NA,-0.0589,1,0.8414,NA,NA,NA
"580","DOGE","Intervenciones","TargetVar","I_diagnosis",0.6236,0.0504,0.0172,-0.339,0.4475,0.2357,-0.1609,0.0175,0.5826,NA,NA,NA,0.1356,0.12,0.6439,NA,NA,NA
"581","DOGE","Intervenciones","TargetVar","I_intervencion_type",0.3369,0.0912,0.2388,-0.1132,1,0.6999,-0.3721,0.757,0.1902,NA,NA,NA,0.6794,0.2895,0.0075,NA,NA,NA
"582","DOGE","Intervenciones","TargetVar","I_significant_change",-0.293,0.4475,0.3093,0.4167,0.64,0.1383,-0.1217,1,0.6785,NA,NA,NA,-0.1667,1,0.569,NA,NA,NA
"583","DOGE","Young","TargetVar","Y_euphoria",0.2333,0.6338,0.4656,-0.2582,1,0.4178,0.0976,1,0.7629,NA,NA,NA,-0.1741,1,0.5884,NA,NA,NA
"584","DOGE","Young","TargetVar","Y_hyperactivity",0.1429,0.565,0.6578,-0.3162,0.7842,0.3166,0.239,0.836,0.4543,NA,NA,NA,-0.2132,1,0.5059,NA,NA,NA
"586","DOGE","Young","TargetVar","Y_sleep",0.6091,0.1414,0.0355,-0.1348,1,0.6761,-0.3568,0.8599,0.255,NA,NA,NA,-0.0909,1,0.7787,NA,NA,NA
"587","DOGE","Young","TargetVar","Y_irritability",0.6489,0.0531,0.0224,-0.3078,0.5488,0.3304,-0.349,0.0542,0.2662,NA,NA,NA,0.3459,0.1947,0.2708,NA,NA,NA
"588","DOGE","Young","TargetVar","Y_verbal_expression",0.6339,0.1702,0.0269,-0.3508,0.4244,0.2635,-0.1326,0.3322,0.6812,NA,NA,NA,-0.2365,0.6773,0.4592,NA,NA,NA
"589","DOGE","Young","TargetVar","Y_thought_disorder",0.3614,0.5263,0.2484,-0.2,1,0.5331,-0.0756,1,0.8154,NA,NA,NA,-0.1348,1,0.6761,NA,NA,NA
"590","DOGE","Young","TargetVar","Y_content",-0.1218,0.8544,0.706,-0.1348,1,0.6761,0.2548,1,0.4241,NA,NA,NA,-0.0909,1,0.7787,NA,NA,NA
"593","DOGE","Young","TargetVar","Y_awareness",-0.1218,0.8544,0.706,-0.1348,1,0.6761,0.2548,1,0.4241,NA,NA,NA,-0.0909,1,0.7787,NA,NA,NA
"594","DOGE","HRSD","TargetVar","H_depression",-0.4889,0.3042,0.127,0.7518,0.0384,0.0076,-0.3407,0.378,0.3052,NA,NA,NA,-0.2193,0.7303,0.5171,NA,NA,NA
"597","DOGE","HRSD","TargetVar","H_early_insonmia",0.7135,0.3042,0.0137,-0.3404,0.4974,0.3058,-0.3119,0.378,0.3505,NA,NA,NA,0.4892,0.2307,0.1267,NA,NA,NA
"600","DOGE","HRSD","TargetVar","H_activity",0.1852,0.0654,0.5855,-0.0729,0.8367,0.8312,-0.3119,0.3684,0.3505,NA,NA,NA,0.848,0.0041,0.001,NA,NA,NA
"601","DOGE","HRSD","TargetVar","H_inhibition",0.3786,0.0117,0.2509,-0.1491,1,0.6618,-0.4183,0.7662,0.2004,NA,NA,NA,1,0.1356,0,NA,NA,NA
"603","DOGE","HRSD","TargetVar","H_psychic_anxiety",-0.206,0.2589,0.5435,0.5908,0.0673,0.0556,-0.3344,0.3684,0.3149,NA,NA,NA,-0.373,0.3819,0.2585,NA,NA,NA
"604","DOGE","HRSD","TargetVar","H_somatic_anxiety",-0.4782,0.6333,0.1368,0.5278,0.2062,0.0952,-0.1114,0.9065,0.7444,NA,NA,NA,-0.2609,0.6323,0.4385,NA,NA,NA
"606","DOGE","HRSD","TargetVar","H_general_somatic_symptoms",-0.3155,0.1755,0.3446,0.6708,0.3869,0.0239,-0.4183,0.7662,0.2004,NA,NA,NA,-0.1,1,0.7699,NA,NA,NA
"607","DOGE","HRSD","TargetVar","H_genitals_symptoms",0.7454,0.0735,0.0085,-0.2085,0.7622,0.5384,-0.2786,0.3077,0.4067,NA,NA,NA,-0.1399,0.885,0.6817,NA,NA,NA
"611","DOGE","HRSD","TargetVar","H_hrsd",0.174,0.3092,0.6089,0.3535,0.0884,0.2862,-0.5669,0.3516,0.069,NA,NA,NA,0.2978,0.5502,0.3738,NA,NA,NA
"612","DOGE","Young","TargetVar","Y_young",0.5032,0.2843,0.0954,-0.3258,0.6447,0.3014,-0.0993,0.5043,0.7588,NA,NA,NA,-0.0496,0.658,0.8783,NA,NA,NA
"613","DOSI","Diario","TargetVar","D_animus",0.162,0,0.018,-0.0873,0,0.2046,-0.1778,0.0014,0.0093,0.1549,0.0168,0.0237,0.1866,0.0554,0.0063,NA,NA,NA
"614","DOSI","Diario","TargetVar","D_anxiety",-0.0987,0,0.1512,-0.0497,2e-04,0.471,0.1954,1e-04,0.0042,0.0095,0.0084,0.8901,-0.2167,0.0027,0.0015,NA,NA,NA
"615","DOSI","Diario","TargetVar","D_irritability",-0.1574,0,0.0215,-0.1864,0.0235,0.0064,0.3206,0,0,0.0743,0.0227,0.2801,-0.2107,0.0043,0.002,NA,NA,NA
"616","DOSI","Diario","TargetVar","D_concentration",-0.0701,0.0109,0.3086,0.1658,0.0524,0.0154,0.0127,0.0992,0.8534,-0.165,0.0078,0.0159,-0.0873,0.2302,0.2047,NA,NA,NA
"617","DOSI","Diario","TargetVar","D_tobacco",0.0196,1e-04,0.7761,0.1117,0.5416,0.1041,0.0308,0.0901,0.6548,0.132,0.6805,0.0543,-0.4337,0,0,NA,NA,NA
"618","DOSI","Diario","TargetVar","D_caffeine",-0.1406,0.7863,0.0403,0.1987,0,0.0036,-0.0362,0.4255,0.5995,0.1506,1,0.028,-0.1611,0.9579,0.0186,NA,NA,NA
"619","DOSI","Diario","TargetVar","D_sleep_time",-0.0625,0.8429,0.3637,0.137,0.0508,0.0458,-0.0572,0.5065,0.4064,-0.1302,0.9866,0.0577,0.0982,0.9329,0.1531,NA,NA,NA
"620","DOSI","Diario","TargetVar","D_wakeup_time",0.0881,0.8963,0.2001,-0.073,0.0438,0.2886,-0.1215,0.1216,0.0769,0.04,1,0.5615,0.2479,0.7709,3e-04,NA,NA,NA
"621","DOSI","Diario","TargetVar","D_motivation",0.2966,0,0,-0.3211,0,0,-0.0916,0.1264,0.183,0.1464,0.0581,0.0327,0.1859,0.0088,0.0065,NA,NA,NA
"622","DOSI","Diario","TargetVar","D_sleep_quality",-0.0195,0.0225,0.7768,0.016,0.2565,0.8164,0.1269,0.1287,0.0645,-0.1674,0.0691,0.0145,-0.1713,0.0998,0.0123,NA,NA,NA
"623","DOSI","Diario","TargetVar","D_slowness_fill_form",0.239,0.3452,4e-04,-0.0465,0.2174,0.4999,-0.1028,0.5489,0.1348,-0.0485,0.993,0.4812,-0.0489,0.5638,0.4778,NA,NA,NA
"624","DOSI","Diario","TargetVar","D_sleep_duration",0.1505,0.8832,0.0281,-0.0227,0.0574,0.7418,-0.2215,0.1019,0.0011,0.0138,0.9999,0.8408,0.3071,0.6479,0,NA,NA,NA
"625","DOSI","Diario","TargetVar","D_sleep_zenith",0.0207,0.3568,0.7634,-0.091,0.0739,0.1857,-0.019,0.656,0.7828,0.049,0.3475,0.4771,0.1437,0.9762,0.0361,NA,NA,NA
"628","DOSI","Diario","TargetVar","D_observation_string_length",0.0413,0.1917,0.5489,0.1411,0.1809,0.0397,-0.1101,0.3995,0.1092,-0.0283,0.9993,0.6812,-0.05,0.5254,0.4675,NA,NA,NA
"629","DOSI","Diario","TargetVar","D_time_start_form",0.3213,0.2062,0,-0.086,0.2879,0.2112,-0.1506,0.364,0.028,-0.0685,0.3752,0.32,0.0126,0.2787,0.8549,NA,NA,NA
"630","DOSI","Diario","TargetVar","D_slowness_fill_form_no_outliers",0.3773,0.3452,0,-0.0419,0.2174,0.5431,-0.2121,0.5489,0.0019,-0.0527,0.993,0.4441,-0.0341,0.5638,0.6207,NA,NA,NA
"631","DOSI","Diario","TargetVar","D_slowness_fill_form_no_outliers_scales",0.3773,0.3452,0,-0.0419,0.2174,0.5431,-0.2121,0.5489,0.0019,-0.0527,0.993,0.4441,-0.0341,0.5638,0.6207,NA,NA,NA
"632","DOSI","Pulsera","TargetVar","S_week",-0.4976,0,0,0.1185,0,0.0846,0.1865,0,0.0063,0.3831,0,0,-0.1032,0,0.1333,NA,NA,NA
"633","DOSI","Pulsera","TargetVar","S_window_number",0.0351,0.9196,0.6718,-0.2981,2e-04,2e-04,0.2769,0.7664,7e-04,NA,NA,NA,-0.069,0.9144,0.4046,NA,NA,NA
"634","DOSI","Pulsera","TargetVar","S_sleeponset",-0.3721,0.4984,0,-0.1208,0.4153,0.1436,0.5033,0.5085,0,NA,NA,NA,-0.2648,0.4702,0.0011,NA,NA,NA
"635","DOSI","Pulsera","TargetVar","S_wakeup",-0.3197,0.5122,1e-04,0.1728,0.3925,0.0357,0.1212,0.4849,0.1424,NA,NA,NA,-0.0968,0.3925,0.2421,NA,NA,NA
"636","DOSI","Pulsera","TargetVar","S_night_number",-0.0085,0.7248,0.9188,-0.2888,6e-04,4e-04,0.2942,0.7642,3e-04,NA,NA,NA,-0.0557,0.8717,0.5015,NA,NA,NA
"637","DOSI","Pulsera","TargetVar","S_daysleeper",-0.0447,0.7567,0.5893,-0.0354,1,0.6695,0.0895,0.9349,0.2796,NA,NA,NA,-0.0536,1,0.5173,NA,NA,NA
"641","DOSI","Pulsera","TargetVar","S_nonwear_perc_day",0.3658,0.1495,0,-0.1587,1,0.054,-0.2691,0.4789,9e-04,NA,NA,NA,0.3182,7e-04,1e-04,NA,NA,NA
"642","DOSI","Pulsera","TargetVar","S_nonwear_perc_spt",0.0417,0.1572,0.6151,-0.2082,0.1471,0.0111,0.259,0.4732,0.0015,NA,NA,NA,-0.2187,0.5507,0.0076,NA,NA,NA
"643","DOSI","Pulsera","TargetVar","S_nonwear_perc_day_spt",0.1545,0.1572,0.0608,-0.2236,0.1471,0.0063,0.1544,0.4732,0.0609,NA,NA,NA,-0.1401,0.5507,0.0894,NA,NA,NA
"644","DOSI","Pulsera","TargetVar","S_dur_spt_sleep_min",0.0056,0.5096,0.9461,0.1323,0.4382,0.1089,-0.2347,0.4382,0.0041,NA,NA,NA,0.2406,0.4936,0.0032,NA,NA,NA
"645","DOSI","Pulsera","TargetVar","S_dur_spt_wake_IN_min",0.04,0.408,0.6296,0.0589,0.4153,0.4769,0.0101,0.4614,0.903,NA,NA,NA,-0.2025,0.4702,0.0136,NA,NA,NA
"646","DOSI","Pulsera","TargetVar","S_dur_spt_wake_LIG_min",0.3143,0.4594,1e-04,0.0702,0.3481,0.3963,-0.3726,0.4852,0,NA,NA,NA,0.172,0.5691,0.0366,NA,NA,NA
"647","DOSI","Pulsera","TargetVar","S_dur_spt_wake_MOD_min",0.1552,0.3809,0.0597,-0.1119,0.1091,0.1755,-0.0488,0.3502,0.5556,NA,NA,NA,0.0809,0.3852,0.3286,NA,NA,NA
"648","DOSI","Pulsera","TargetVar","S_dur_spt_wake_VIG_min",0.2224,0.3447,0.0066,-0.2635,2e-04,0.0012,-0.0977,0.6358,0.2376,NA,NA,NA,0.3804,0.3868,0,NA,NA,NA
"649","DOSI","Pulsera","TargetVar","S_dur_day_IN_unbt_min",0.0717,0.4834,0.3864,-0.1008,0.4564,0.2229,-0.044,0.4614,0.5958,NA,NA,NA,0.1812,0.4793,0.0275,NA,NA,NA
"650","DOSI","Pulsera","TargetVar","S_dur_day_LIG_unbt_min",0.1271,0.4046,0.1238,-0.316,0.3925,1e-04,0.1151,0.4849,0.1635,NA,NA,NA,0.1726,0.5028,0.036,NA,NA,NA
"651","DOSI","Pulsera","TargetVar","S_dur_day_MOD_unbt_min",0.0293,0.4445,0.7238,-0.3369,0.3481,0,0.2362,0.5011,0.0038,NA,NA,NA,0.1059,0.4557,0.2004,NA,NA,NA
